DATE,時間,電力使用（万kW）,シーズン,日付,日時,気温（℃）,降水,曜日
2019/2/22,17:00,3787,2018,2019年2月22日,2019年2月22日 17:00,11.4 ,なし,金
2019/2/22,18:00,3845,2018,2019年2月22日,2019年2月22日 18:00,11.1 ,なし,金
2019/2/22,19:00,3748,2018,2019年2月22日,2019年2月22日 19:00,10.4 ,なし,金
2019/2/22,20:00,3639,2018,2019年2月22日,2019年2月22日 20:00,10.6 ,なし,金
2019/2/22,21:00,3479,2018,2019年2月22日,2019年2月22日 21:00,10.6 ,なし,金
2019/2/22,22:00,3327,2018,2019年2月22日,2019年2月22日 22:00,10.4 ,なし,金
2019/2/22,23:00,3118,2018,2019年2月22日,2019年2月22日 23:00,10.4 ,なし,金
2019/2/23,0:00,2889,2018,2019年2月23日,2019年2月23日 0:00,9.8 ,なし,土
2019/2/23,1:00,2780,2018,2019年2月23日,2019年2月23日 1:00,8.8 ,あり,土
2019/2/23,2:00,2733,2018,2019年2月23日,2019年2月23日 2:00,8.1 ,あり,土
2019/2/23,3:00,2707,2018,2019年2月23日,2019年2月23日 3:00,7.9 ,なし,土
2019/2/23,4:00,2715,2018,2019年2月23日,2019年2月23日 4:00,7.4 ,なし,土
2019/2/23,5:00,2780,2018,2019年2月23日,2019年2月23日 5:00,6.8 ,なし,土
2019/2/23,6:00,2949,2018,2019年2月23日,2019年2月23日 6:00,6.6 ,なし,土
2019/2/23,7:00,3154,2018,2019年2月23日,2019年2月23日 7:00,6.9 ,なし,土
2019/2/23,8:00,3411,2018,2019年2月23日,2019年2月23日 8:00,7.2 ,なし,土
2019/2/23,9:00,3393,2018,2019年2月23日,2019年2月23日 9:00,7.8 ,なし,土
2019/2/23,10:00,3283,2018,2019年2月23日,2019年2月23日 10:00,9.8 ,なし,土
2019/2/23,11:00,3205,2018,2019年2月23日,2019年2月23日 11:00,10.7 ,なし,土
2019/2/23,12:00,3105,2018,2019年2月23日,2019年2月23日 12:00,12.9 ,なし,土
2019/2/23,13:00,3119,2018,2019年2月23日,2019年2月23日 13:00,14.0 ,なし,土
2019/2/23,14:00,3089,2018,2019年2月23日,2019年2月23日 14:00,14.0 ,なし,土
2019/2/23,15:00,3119,2018,2019年2月23日,2019年2月23日 15:00,12.7 ,なし,土
2019/2/23,16:00,3222,2018,2019年2月23日,2019年2月23日 16:00,11.4 ,なし,土
2019/2/23,17:00,3507,2018,2019年2月23日,2019年2月23日 17:00,10.1 ,なし,土
2019/2/23,18:00,3681,2018,2019年2月23日,2019年2月23日 18:00,8.9 ,なし,土
2019/2/23,19:00,3668,2018,2019年2月23日,2019年2月23日 19:00,8.0 ,なし,土
2019/2/23,20:00,3605,2018,2019年2月23日,2019年2月23日 20:00,7.3 ,なし,土
2019/2/23,21:00,3475,2018,2019年2月23日,2019年2月23日 21:00,6.8 ,なし,土
2019/2/23,22:00,3308,2018,2019年2月23日,2019年2月23日 22:00,6.6 ,なし,土
2019/2/23,23:00,3131,2018,2019年2月23日,2019年2月23日 23:00,6.3 ,なし,土
2019/2/24,0:00,2924,2018,2019年2月24日,2019年2月24日 0:00,5.8 ,なし,日
2019/2/24,1:00,2813,2018,2019年2月24日,2019年2月24日 1:00,5.4 ,なし,日
2019/2/24,2:00,2766,2018,2019年2月24日,2019年2月24日 2:00,4.6 ,なし,日
2019/2/24,3:00,2729,2018,2019年2月24日,2019年2月24日 3:00,3.4 ,なし,日
2019/2/24,4:00,2725,2018,2019年2月24日,2019年2月24日 4:00,2.9 ,なし,日
2019/2/24,5:00,2776,2018,2019年2月24日,2019年2月24日 5:00,3.4 ,なし,日
2019/2/24,6:00,2916,2018,2019年2月24日,2019年2月24日 6:00,2.7 ,なし,日
2019/2/24,7:00,3037,2018,2019年2月24日,2019年2月24日 7:00,3.6 ,なし,日
2019/2/24,8:00,3106,2018,2019年2月24日,2019年2月24日 8:00,6.9 ,なし,日
2019/2/24,9:00,3115,2018,2019年2月24日,2019年2月24日 9:00,8.2 ,なし,日
2019/2/24,10:00,3047,2018,2019年2月24日,2019年2月24日 10:00,9.7 ,なし,日
2019/2/24,11:00,2998,2018,2019年2月24日,2019年2月24日 11:00,11.3 ,なし,日
2019/2/24,12:00,2954,2018,2019年2月24日,2019年2月24日 12:00,11.4 ,なし,日
2019/2/24,13:00,2865,2018,2019年2月24日,2019年2月24日 13:00,11.1 ,なし,日
2019/2/24,14:00,2804,2018,2019年2月24日,2019年2月24日 14:00,12.9 ,なし,日
2019/2/24,15:00,2843,2018,2019年2月24日,2019年2月24日 15:00,13.1 ,なし,日
2019/2/24,16:00,2978,2018,2019年2月24日,2019年2月24日 16:00,12.2 ,なし,日
2019/2/24,17:00,3318,2018,2019年2月24日,2019年2月24日 17:00,11.7 ,なし,日
2019/2/24,18:00,3513,2018,2019年2月24日,2019年2月24日 18:00,11.6 ,なし,日
2019/2/24,19:00,3498,2018,2019年2月24日,2019年2月24日 19:00,11.5 ,なし,日
2019/2/24,20:00,3451,2018,2019年2月24日,2019年2月24日 20:00,10.7 ,なし,日
2019/2/24,21:00,3313,2018,2019年2月24日,2019年2月24日 21:00,10.9 ,なし,日
2019/2/24,22:00,3099,2018,2019年2月24日,2019年2月24日 22:00,11.4 ,なし,日
2019/2/24,23:00,2907,2018,2019年2月24日,2019年2月24日 23:00,10.3 ,なし,日
2019/2/25,0:00,2706,2018,2019年2月25日,2019年2月25日 0:00,9.5 ,なし,月
2019/2/25,1:00,2611,2018,2019年2月25日,2019年2月25日 1:00,9.3 ,なし,月
2019/2/25,2:00,2579,2018,2019年2月25日,2019年2月25日 2:00,9.1 ,あり,月
2019/2/25,3:00,2574,2018,2019年2月25日,2019年2月25日 3:00,8.8 ,あり,月
2019/2/25,4:00,2618,2018,2019年2月25日,2019年2月25日 4:00,8.0 ,なし,月
2019/2/25,5:00,2819,2018,2019年2月25日,2019年2月25日 5:00,7.2 ,なし,月
2019/2/25,6:00,3192,2018,2019年2月25日,2019年2月25日 6:00,7.2 ,あり,月
2019/2/25,7:00,3519,2018,2019年2月25日,2019年2月25日 7:00,7.5 ,なし,月
2019/2/25,8:00,3850,2018,2019年2月25日,2019年2月25日 8:00,8.9 ,なし,月
2019/2/25,9:00,3950,2018,2019年2月25日,2019年2月25日 9:00,9.2 ,あり,月
2019/2/25,10:00,3875,2018,2019年2月25日,2019年2月25日 10:00,10.1 ,なし,月
2019/2/25,11:00,3791,2018,2019年2月25日,2019年2月25日 11:00,10.9 ,なし,月
2019/2/25,12:00,3510,2018,2019年2月25日,2019年2月25日 12:00,12.1 ,なし,月
2019/2/25,13:00,3553,2018,2019年2月25日,2019年2月25日 13:00,14.1 ,なし,月
2019/2/25,14:00,3430,2018,2019年2月25日,2019年2月25日 14:00,15.3 ,なし,月
2019/2/25,15:00,3402,2018,2019年2月25日,2019年2月25日 15:00,16.7 ,なし,月
2019/2/25,16:00,3475,2018,2019年2月25日,2019年2月25日 16:00,15.9 ,なし,月
2019/2/25,17:00,3638,2018,2019年2月25日,2019年2月25日 17:00,14.3 ,なし,月
2019/2/25,18:00,3720,2018,2019年2月25日,2019年2月25日 18:00,12.4 ,なし,月
2019/2/25,19:00,3634,2018,2019年2月25日,2019年2月25日 19:00,12.5 ,なし,月
2019/2/25,20:00,3519,2018,2019年2月25日,2019年2月25日 20:00,13.5 ,なし,月
2019/2/25,21:00,3381,2018,2019年2月25日,2019年2月25日 21:00,12.5 ,なし,月
2019/2/25,22:00,3222,2018,2019年2月25日,2019年2月25日 22:00,12.4 ,なし,月
2019/2/25,23:00,3001,2018,2019年2月25日,2019年2月25日 23:00,12.1 ,なし,月
2019/2/26,0:00,2774,2018,2019年2月26日,2019年2月26日 0:00,11.3 ,なし,火
2019/2/26,1:00,2665,2018,2019年2月26日,2019年2月26日 1:00,11.4 ,なし,火
2019/2/26,2:00,2635,2018,2019年2月26日,2019年2月26日 2:00,11.3 ,なし,火
2019/2/26,3:00,2631,2018,2019年2月26日,2019年2月26日 3:00,11.2 ,なし,火
2019/2/26,4:00,2672,2018,2019年2月26日,2019年2月26日 4:00,10.6 ,なし,火
2019/2/26,5:00,2819,2018,2019年2月26日,2019年2月26日 5:00,10.3 ,なし,火
2019/2/26,6:00,3144,2018,2019年2月26日,2019年2月26日 6:00,9.9 ,なし,火
2019/2/26,7:00,3410,2018,2019年2月26日,2019年2月26日 7:00,10.2 ,なし,火
2019/2/26,8:00,3718,2018,2019年2月26日,2019年2月26日 8:00,10.5 ,なし,火
2019/2/26,9:00,3876,2018,2019年2月26日,2019年2月26日 9:00,10.3 ,なし,火
2019/2/26,10:00,3827,2018,2019年2月26日,2019年2月26日 10:00,9.9 ,なし,火
2019/2/26,11:00,3737,2018,2019年2月26日,2019年2月26日 11:00,10.0 ,あり,火
2019/2/26,12:00,3509,2018,2019年2月26日,2019年2月26日 12:00,10.7 ,あり,火
2019/2/26,13:00,3631,2018,2019年2月26日,2019年2月26日 13:00,10.6 ,なし,火
2019/2/26,14:00,3589,2018,2019年2月26日,2019年2月26日 14:00,11.5 ,なし,火
2019/2/26,15:00,3568,2018,2019年2月26日,2019年2月26日 15:00,12.0 ,なし,火
2019/2/26,16:00,3643,2018,2019年2月26日,2019年2月26日 16:00,11.4 ,なし,火
2019/2/26,17:00,3824,2018,2019年2月26日,2019年2月26日 17:00,10.0 ,なし,火
2019/2/26,18:00,3936,2018,2019年2月26日,2019年2月26日 18:00,10.0 ,なし,火
2019/2/26,19:00,3854,2018,2019年2月26日,2019年2月26日 19:00,9.8 ,なし,火
2019/2/26,20:00,3745,2018,2019年2月26日,2019年2月26日 20:00,9.1 ,なし,火
2019/2/26,21:00,3590,2018,2019年2月26日,2019年2月26日 21:00,9.1 ,なし,火
2019/2/26,22:00,3403,2018,2019年2月26日,2019年2月26日 22:00,8.6 ,なし,火
2019/2/26,23:00,3168,2018,2019年2月26日,2019年2月26日 23:00,8.1 ,なし,火
2019/2/27,0:00,2925,2018,2019年2月27日,2019年2月27日 0:00,8.0 ,なし,水
2019/2/27,1:00,2813,2018,2019年2月27日,2019年2月27日 1:00,7.6 ,なし,水
2019/2/27,2:00,2780,2018,2019年2月27日,2019年2月27日 2:00,6.7 ,なし,水
2019/2/27,3:00,2774,2018,2019年2月27日,2019年2月27日 3:00,6.4 ,なし,水
2019/2/27,4:00,2814,2018,2019年2月27日,2019年2月27日 4:00,5.5 ,なし,水
2019/2/27,5:00,2994,2018,2019年2月27日,2019年2月27日 5:00,5.7 ,なし,水
2019/2/27,6:00,3357,2018,2019年2月27日,2019年2月27日 6:00,4.3 ,なし,水
2019/2/27,7:00,3589,2018,2019年2月27日,2019年2月27日 7:00,5.5 ,なし,水
2019/2/27,8:00,3851,2018,2019年2月27日,2019年2月27日 8:00,6.3 ,なし,水
2019/2/27,9:00,4082,2018,2019年2月27日,2019年2月27日 9:00,7.2 ,なし,水
2019/2/27,10:00,4049,2018,2019年2月27日,2019年2月27日 10:00,7.8 ,なし,水
2019/2/27,11:00,4004,2018,2019年2月27日,2019年2月27日 11:00,8.4 ,なし,水
2019/2/27,12:00,3766,2018,2019年2月27日,2019年2月27日 12:00,8.7 ,なし,水
2019/2/27,13:00,3868,2018,2019年2月27日,2019年2月27日 13:00,9.4 ,なし,水
2019/2/27,14:00,3812,2018,2019年2月27日,2019年2月27日 14:00,9.6 ,なし,水
2019/2/27,15:00,3781,2018,2019年2月27日,2019年2月27日 15:00,10.0 ,なし,水
2019/2/27,16:00,3887,2018,2019年2月27日,2019年2月27日 16:00,10.0 ,なし,水
2019/2/27,17:00,4024,2018,2019年2月27日,2019年2月27日 17:00,9.8 ,なし,水
2019/2/27,18:00,4074,2018,2019年2月27日,2019年2月27日 18:00,8.7 ,なし,水
2019/2/27,19:00,3972,2018,2019年2月27日,2019年2月27日 19:00,8.8 ,なし,水
2019/2/27,20:00,3855,2018,2019年2月27日,2019年2月27日 20:00,9.5 ,あり,水
2019/2/27,21:00,3689,2018,2019年2月27日,2019年2月27日 21:00,7.9 ,あり,水
2019/2/27,22:00,3484,2018,2019年2月27日,2019年2月27日 22:00,7.1 ,あり,水
2019/2/27,23:00,3214,2018,2019年2月27日,2019年2月27日 23:00,6.7 ,あり,水
2019/2/28,0:00,2950,2018,2019年2月28日,2019年2月28日 0:00,7.0 ,あり,木
2019/2/28,1:00,2822,2018,2019年2月28日,2019年2月28日 1:00,6.4 ,あり,木
2019/2/28,2:00,2777,2018,2019年2月28日,2019年2月28日 2:00,6.0 ,あり,木
2019/2/28,3:00,2766,2018,2019年2月28日,2019年2月28日 3:00,5.5 ,あり,木
2019/2/28,4:00,2798,2018,2019年2月28日,2019年2月28日 4:00,6.0 ,なし,木
2019/2/28,5:00,2964,2018,2019年2月28日,2019年2月28日 5:00,6.0 ,なし,木
2019/2/28,6:00,3347,2018,2019年2月28日,2019年2月28日 6:00,6.5 ,あり,木
2019/2/28,7:00,3711,2018,2019年2月28日,2019年2月28日 7:00,5.5 ,あり,木
2019/2/28,8:00,4103,2018,2019年2月28日,2019年2月28日 8:00,5.4 ,あり,木
2019/2/28,9:00,4339,2018,2019年2月28日,2019年2月28日 9:00,5.8 ,あり,木
2019/2/28,10:00,4325,2018,2019年2月28日,2019年2月28日 10:00,6.1 ,あり,木
2019/2/28,11:00,4280,2018,2019年2月28日,2019年2月28日 11:00,6.4 ,あり,木
2019/2/28,12:00,4117,2018,2019年2月28日,2019年2月28日 12:00,6.7 ,あり,木
2019/2/28,13:00,4237,2018,2019年2月28日,2019年2月28日 13:00,6.6 ,あり,木
2019/2/28,14:00,4240,2018,2019年2月28日,2019年2月28日 14:00,6.7 ,あり,木
2019/2/28,15:00,4223,2018,2019年2月28日,2019年2月28日 15:00,6.6 ,あり,木
2019/2/28,16:00,4287,2018,2019年2月28日,2019年2月28日 16:00,6.8 ,あり,木
2019/2/28,17:00,4309,2018,2019年2月28日,2019年2月28日 17:00,7.0 ,あり,木
2019/2/28,18:00,4273,2018,2019年2月28日,2019年2月28日 18:00,7.5 ,あり,木
2019/2/28,19:00,4130,2018,2019年2月28日,2019年2月28日 19:00,7.5 ,あり,木
2019/2/28,20:00,3972,2018,2019年2月28日,2019年2月28日 20:00,7.3 ,あり,木
2019/2/28,21:00,3765,2018,2019年2月28日,2019年2月28日 21:00,7.2 ,あり,木
2019/2/28,22:00,3539,2018,2019年2月28日,2019年2月28日 22:00,7.2 ,あり,木
2019/2/28,23:00,3257,2018,2019年2月28日,2019年2月28日 23:00,7.4 ,あり,木
2019/12/1,1:00,2822,2019,2019年12月1日,2019年12月1日 1:00,5.5 ,なし,日
2019/12/1,2:00,2752,2019,2019年12月1日,2019年12月1日 2:00,5.7 ,なし,日
2019/12/1,3:00,2718,2019,2019年12月1日,2019年12月1日 3:00,4.8 ,なし,日
2019/12/1,4:00,2705,2019,2019年12月1日,2019年12月1日 4:00,5.4 ,なし,日
2019/12/1,5:00,2753,2019,2019年12月1日,2019年12月1日 5:00,5.1 ,なし,日
2019/12/1,6:00,2902,2019,2019年12月1日,2019年12月1日 6:00,5.2 ,なし,日
2019/12/1,7:00,3124,2019,2019年12月1日,2019年12月1日 7:00,5.5 ,なし,日
2019/12/1,8:00,3353,2019,2019年12月1日,2019年12月1日 8:00,6.0 ,なし,日
2019/12/1,9:00,3384,2019,2019年12月1日,2019年12月1日 9:00,6.1 ,なし,日
2019/12/1,10:00,3282,2019,2019年12月1日,2019年12月1日 10:00,7.8 ,なし,日
2019/12/1,11:00,3189,2019,2019年12月1日,2019年12月1日 11:00,10.0 ,なし,日
2019/12/1,12:00,3161,2019,2019年12月1日,2019年12月1日 12:00,9.8 ,なし,日
2019/12/1,13:00,3107,2019,2019年12月1日,2019年12月1日 13:00,10.5 ,なし,日
2019/12/1,14:00,3041,2019,2019年12月1日,2019年12月1日 14:00,10.6 ,なし,日
2019/12/1,15:00,3065,2019,2019年12月1日,2019年12月1日 15:00,10.6 ,なし,日
2019/12/1,16:00,3303,2019,2019年12月1日,2019年12月1日 16:00,9.8 ,なし,日
2019/12/1,17:00,3590,2019,2019年12月1日,2019年12月1日 17:00,8.3 ,なし,日
2019/12/1,18:00,3663,2019,2019年12月1日,2019年12月1日 18:00,7.7 ,なし,日
2019/12/1,19:00,3642,2019,2019年12月1日,2019年12月1日 19:00,7.9 ,なし,日
2019/12/1,20:00,3596,2019,2019年12月1日,2019年12月1日 20:00,7.0 ,なし,日
2019/12/1,21:00,3455,2019,2019年12月1日,2019年12月1日 21:00,6.8 ,なし,日
2019/12/1,22:00,3238,2019,2019年12月1日,2019年12月1日 22:00,6.6 ,なし,日
2019/12/1,23:00,3001,2019,2019年12月1日,2019年12月1日 23:00,7.2 ,なし,日
2019/12/2,0:00,2746,2019,2019年12月2日,2019年12月2日 0:00,8.1 ,なし,月
2019/12/2,1:00,2620,2019,2019年12月2日,2019年12月2日 1:00,7.6 ,なし,月
2019/12/2,2:00,2571,2019,2019年12月2日,2019年12月2日 2:00,8.2 ,なし,月
2019/12/2,3:00,2564,2019,2019年12月2日,2019年12月2日 3:00,8.0 ,なし,月
2019/12/2,4:00,2613,2019,2019年12月2日,2019年12月2日 4:00,6.9 ,あり,月
2019/12/2,5:00,2791,2019,2019年12月2日,2019年12月2日 5:00,6.7 ,あり,月
2019/12/2,6:00,3184,2019,2019年12月2日,2019年12月2日 6:00,7.4 ,あり,月
2019/12/2,7:00,3559,2019,2019年12月2日,2019年12月2日 7:00,7.5 ,あり,月
2019/12/2,8:00,3942,2019,2019年12月2日,2019年12月2日 8:00,7.8 ,あり,月
2019/12/2,9:00,4182,2019,2019年12月2日,2019年12月2日 9:00,8.6 ,あり,月
2019/12/2,10:00,4170,2019,2019年12月2日,2019年12月2日 10:00,8.7 ,あり,月
2019/12/2,11:00,4142,2019,2019年12月2日,2019年12月2日 11:00,9.1 ,あり,月
2019/12/2,12:00,4032,2019,2019年12月2日,2019年12月2日 12:00,8.8 ,あり,月
2019/12/2,13:00,4126,2019,2019年12月2日,2019年12月2日 13:00,10.1 ,あり,月
2019/12/2,14:00,4044,2019,2019年12月2日,2019年12月2日 14:00,14.5 ,あり,月
2019/12/2,15:00,3977,2019,2019年12月2日,2019年12月2日 15:00,15.7 ,あり,月
2019/12/2,16:00,4091,2019,2019年12月2日,2019年12月2日 16:00,10.8 ,あり,月
2019/12/2,17:00,4120,2019,2019年12月2日,2019年12月2日 17:00,10.2 ,なし,月
2019/12/2,18:00,4051,2019,2019年12月2日,2019年12月2日 18:00,10.0 ,なし,月
2019/12/2,19:00,3914,2019,2019年12月2日,2019年12月2日 19:00,10.2 ,なし,月
2019/12/2,20:00,3765,2019,2019年12月2日,2019年12月2日 20:00,10.2 ,なし,月
2019/12/2,21:00,3596,2019,2019年12月2日,2019年12月2日 21:00,9.5 ,なし,月
2019/12/2,22:00,3399,2019,2019年12月2日,2019年12月2日 22:00,10.0 ,なし,月
2019/12/2,23:00,3127,2019,2019年12月2日,2019年12月2日 23:00,9.9 ,なし,月
2019/12/3,0:00,2856,2019,2019年12月3日,2019年12月3日 0:00,11.4 ,なし,火
2019/12/3,1:00,2719,2019,2019年12月3日,2019年12月3日 1:00,10.9 ,なし,火
2019/12/3,2:00,2687,2019,2019年12月3日,2019年12月3日 2:00,11.0 ,なし,火
2019/12/3,3:00,2694,2019,2019年12月3日,2019年12月3日 3:00,11.6 ,なし,火
2019/12/3,4:00,2742,2019,2019年12月3日,2019年12月3日 4:00,11.4 ,なし,火
2019/12/3,5:00,2894,2019,2019年12月3日,2019年12月3日 5:00,11.5 ,なし,火
2019/12/3,6:00,3251,2019,2019年12月3日,2019年12月3日 6:00,11.1 ,あり,火
2019/12/3,7:00,3489,2019,2019年12月3日,2019年12月3日 7:00,10.6 ,なし,火
2019/12/3,8:00,3663,2019,2019年12月3日,2019年12月3日 8:00,10.6 ,なし,火
2019/12/3,9:00,3735,2019,2019年12月3日,2019年12月3日 9:00,12.2 ,なし,火
2019/12/3,10:00,3655,2019,2019年12月3日,2019年12月3日 10:00,13.5 ,なし,火
2019/12/3,11:00,3589,2019,2019年12月3日,2019年12月3日 11:00,15.2 ,なし,火
2019/12/3,12:00,3405,2019,2019年12月3日,2019年12月3日 12:00,16.1 ,なし,火
2019/12/3,15:00,3548,2019,2019年12月3日,2019年12月3日 15:00,14.1 ,なし,火
2019/12/3,16:00,3732,2019,2019年12月3日,2019年12月3日 16:00,11.9 ,なし,火
2019/12/3,17:00,3860,2019,2019年12月3日,2019年12月3日 17:00,11.0 ,なし,火
2019/12/3,18:00,3836,2019,2019年12月3日,2019年12月3日 18:00,11.7 ,なし,火
2019/12/3,19:00,3754,2019,2019年12月3日,2019年12月3日 19:00,12.0 ,なし,火
2019/12/3,20:00,3646,2019,2019年12月3日,2019年12月3日 20:00,12.7 ,なし,火
2019/12/3,21:00,3508,2019,2019年12月3日,2019年12月3日 21:00,11.4 ,なし,火
2019/12/3,22:00,3350,2019,2019年12月3日,2019年12月3日 22:00,10.4 ,なし,火
2019/12/3,23:00,3133,2019,2019年12月3日,2019年12月3日 23:00,10.2 ,なし,火
2019/12/4,0:00,2895,2019,2019年12月4日,2019年12月4日 0:00,9.2 ,なし,水
2019/12/4,1:00,2769,2019,2019年12月4日,2019年12月4日 1:00,8.9 ,なし,水
2019/12/4,2:00,2742,2019,2019年12月4日,2019年12月4日 2:00,7.9 ,なし,水
2019/12/4,3:00,2752,2019,2019年12月4日,2019年12月4日 3:00,8.2 ,なし,水
2019/12/4,4:00,2804,2019,2019年12月4日,2019年12月4日 4:00,7.6 ,なし,水
2019/12/4,5:00,2994,2019,2019年12月4日,2019年12月4日 5:00,6.6 ,なし,水
2019/12/4,6:00,3382,2019,2019年12月4日,2019年12月4日 6:00,6.1 ,なし,水
2019/12/4,7:00,3617,2019,2019年12月4日,2019年12月4日 7:00,6.5 ,なし,水
2019/12/4,8:00,3773,2019,2019年12月4日,2019年12月4日 8:00,8.2 ,なし,水
2019/12/4,9:00,3819,2019,2019年12月4日,2019年12月4日 9:00,10.7 ,なし,水
2019/12/4,10:00,3720,2019,2019年12月4日,2019年12月4日 10:00,12.5 ,なし,水
2019/12/4,11:00,3644,2019,2019年12月4日,2019年12月4日 11:00,13.3 ,なし,水
2019/12/4,12:00,3456,2019,2019年12月4日,2019年12月4日 12:00,14.5 ,なし,水
2019/12/4,13:00,3543,2019,2019年12月4日,2019年12月4日 13:00,15.0 ,なし,水
2019/12/4,14:00,3559,2019,2019年12月4日,2019年12月4日 14:00,14.6 ,なし,水
2019/12/4,15:00,3578,2019,2019年12月4日,2019年12月4日 15:00,13.8 ,なし,水
2019/12/4,16:00,3773,2019,2019年12月4日,2019年12月4日 16:00,12.3 ,なし,水
2019/12/4,17:00,3917,2019,2019年12月4日,2019年12月4日 17:00,10.4 ,なし,水
2019/12/4,18:00,3900,2019,2019年12月4日,2019年12月4日 18:00,9.9 ,なし,水
2019/12/4,19:00,3824,2019,2019年12月4日,2019年12月4日 19:00,11.3 ,なし,水
2019/12/4,20:00,3732,2019,2019年12月4日,2019年12月4日 20:00,10.7 ,なし,水
2019/12/4,21:00,3597,2019,2019年12月4日,2019年12月4日 21:00,10.2 ,なし,水
2019/12/4,22:00,3442,2019,2019年12月4日,2019年12月4日 22:00,9.7 ,なし,水
2019/12/4,23:00,3204,2019,2019年12月4日,2019年12月4日 23:00,9.0 ,なし,水
2019/12/5,0:00,2944,2019,2019年12月5日,2019年12月5日 0:00,7.9 ,なし,木
2019/12/5,1:00,2812,2019,2019年12月5日,2019年12月5日 1:00,7.6 ,なし,木
2019/12/5,2:00,2777,2019,2019年12月5日,2019年12月5日 2:00,7.0 ,なし,木
2019/12/5,3:00,2787,2019,2019年12月5日,2019年12月5日 3:00,6.4 ,なし,木
2019/12/5,4:00,2838,2019,2019年12月5日,2019年12月5日 4:00,6.1 ,なし,木
2019/12/5,5:00,3029,2019,2019年12月5日,2019年12月5日 5:00,7.4 ,なし,木
2019/12/5,6:00,3434,2019,2019年12月5日,2019年12月5日 6:00,6.6 ,なし,木
2019/12/5,7:00,3684,2019,2019年12月5日,2019年12月5日 7:00,6.1 ,なし,木
2019/12/5,8:00,3900,2019,2019年12月5日,2019年12月5日 8:00,7.5 ,なし,木
2019/12/5,9:00,3968,2019,2019年12月5日,2019年12月5日 9:00,9.3 ,なし,木
2019/12/5,10:00,3875,2019,2019年12月5日,2019年12月5日 10:00,11.3 ,なし,木
2019/12/5,11:00,3750,2019,2019年12月5日,2019年12月5日 11:00,12.9 ,なし,木
2019/12/5,12:00,3539,2019,2019年12月5日,2019年12月5日 12:00,13.9 ,なし,木
2019/12/5,13:00,3635,2019,2019年12月5日,2019年12月5日 13:00,13.6 ,なし,木
2019/12/5,14:00,3634,2019,2019年12月5日,2019年12月5日 14:00,13.6 ,なし,木
2019/12/5,15:00,3692,2019,2019年12月5日,2019年12月5日 15:00,12.4 ,なし,木
2019/12/5,16:00,3901,2019,2019年12月5日,2019年12月5日 16:00,11.4 ,なし,木
2019/12/5,17:00,4033,2019,2019年12月5日,2019年12月5日 17:00,9.8 ,なし,木
2019/12/5,18:00,4002,2019,2019年12月5日,2019年12月5日 18:00,9.6 ,なし,木
2019/12/5,19:00,3904,2019,2019年12月5日,2019年12月5日 19:00,10.5 ,なし,木
2019/12/5,20:00,3785,2019,2019年12月5日,2019年12月5日 20:00,10.6 ,なし,木
2019/12/5,21:00,3638,2019,2019年12月5日,2019年12月5日 21:00,10.0 ,なし,木
2019/12/5,22:00,3454,2019,2019年12月5日,2019年12月5日 22:00,9.4 ,なし,木
2019/12/5,23:00,3206,2019,2019年12月5日,2019年12月5日 23:00,8.7 ,なし,木
2019/12/6,0:00,2955,2019,2019年12月6日,2019年12月6日 0:00,9.1 ,なし,金
2019/12/6,1:00,2817,2019,2019年12月6日,2019年12月6日 1:00,8.2 ,なし,金
2019/12/6,2:00,2780,2019,2019年12月6日,2019年12月6日 2:00,7.9 ,なし,金
2019/12/6,3:00,2780,2019,2019年12月6日,2019年12月6日 3:00,7.9 ,なし,金
2019/12/6,4:00,2825,2019,2019年12月6日,2019年12月6日 4:00,8.1 ,なし,金
2019/12/6,5:00,2993,2019,2019年12月6日,2019年12月6日 5:00,7.9 ,なし,金
2019/12/6,6:00,3382,2019,2019年12月6日,2019年12月6日 6:00,8.0 ,なし,金
2019/12/6,7:00,3715,2019,2019年12月6日,2019年12月6日 7:00,7.6 ,なし,金
2019/12/6,8:00,4071,2019,2019年12月6日,2019年12月6日 8:00,6.6 ,なし,金
2019/12/6,9:00,4252,2019,2019年12月6日,2019年12月6日 9:00,6.3 ,なし,金
2019/12/6,10:00,4128,2019,2019年12月6日,2019年12月6日 10:00,7.1 ,なし,金
2019/12/6,11:00,4066,2019,2019年12月6日,2019年12月6日 11:00,8.0 ,なし,金
2019/12/6,12:00,3926,2019,2019年12月6日,2019年12月6日 12:00,8.9 ,なし,金
2019/12/6,13:00,4018,2019,2019年12月6日,2019年12月6日 13:00,9.9 ,なし,金
2019/12/6,14:00,3994,2019,2019年12月6日,2019年12月6日 14:00,10.1 ,なし,金
2019/12/6,15:00,3997,2019,2019年12月6日,2019年12月6日 15:00,9.4 ,なし,金
2019/12/6,16:00,4207,2019,2019年12月6日,2019年12月6日 16:00,8.4 ,なし,金
2019/12/6,17:00,4257,2019,2019年12月6日,2019年12月6日 17:00,8.0 ,なし,金
2019/12/6,18:00,4181,2019,2019年12月6日,2019年12月6日 18:00,8.4 ,なし,金
2019/12/6,19:00,4065,2019,2019年12月6日,2019年12月6日 19:00,7.4 ,なし,金
2019/12/6,20:00,3941,2019,2019年12月6日,2019年12月6日 20:00,7.7 ,なし,金
2019/12/6,21:00,3778,2019,2019年12月6日,2019年12月6日 21:00,7.7 ,なし,金
